Name,age,country,category,image,marital_status,Education,net_worth,Degree
Sofia Vergara,48,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/05/sofia-vergara.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Joe Manganiello),Colegio Marymount,$160 Million,Graduate
Miley Cyrus,27,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/12/Miley-Cyrus.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Liam Hemsworth),Heritage Elementary School and Options for Youth Charter Schools,$160 Million,Graduate
Angelina Jolie,45,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2021/04/Angelina-Jolie-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Brad Pitt),Beverly Hills High School,$160 Million,high school
Demi Moore,58,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/04/DEMI-MOORE-at-Target-Presents-AFIs-Night-at-the-Movies-in-Hollywood-5.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,"Married Ashton Kutcher (m. 2005–2013), Bruce Willis (m. 1987–2000), Freddy Moore (m. 1980–1985)",Fairfax High School,$150 Million,high school
Jessica Szohr,36,United states,actresses,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/10/js3.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Menomonee Falls High School ,$145 Million,high school
Audrey Tautou,44,France,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/09/at1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,, Institut Catholique de Paris,$145 Million,Graduate
Frances Fisher,68,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/09/Frances-fisher-05.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Billy Mack Hamilton),,$145 Million,
Scarlett Johansson,36,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/04/Scarlett-Johansson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Romain Dauriac),Professional Children's School ,$140 Million,Graduate
Jennifer Lawrence,30,United states,actresses,https://static2.therichestimages.com/wordpress/wp-content/uploads/2021/03/Jennifer_Lawrence.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Cooke Maroney),Kammerer Middle School,$135 Million,Graduate
Drew Barrymore,46,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/04/Drew_Barrymore.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Will Kopelman),N/A,$125 Million,Graduate
Sandra Bullock,56,United states,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/05/Sandra-Bullock-Wallpapers-.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Jesse G. James),Unknown,$125 Million,Graduate
Amy Irving,67,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/Amy-Irving.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Kenneth Bowser),London Academy of Music and Dramatic Art,$120 Million,Graduate
Jane Fonda,83,United states,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/05/Jane_Fonda1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Ted Turner),Vassar College,$120 Million,Graduate
Nicole Kidman,53,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/Nicole-Kidman7.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Keith Urban)," Victorian College of the Arts,  Australian Theatre for Young People,  Phillip Street Theatre",$120 Million,Graduate
Charlize Theron,44,South africa,actresses,https://static2.therichestimages.com/wordpress/wp-content/uploads/Charlize-Theron2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,National School of the Arts,$110 Million,Graduate
Rosie O'Donnell,59,United states,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/07/Rosie-ODonnell.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Michelle Rounds),Boston University (drop out),$100 Million,Graduate
Cameron Diaz,48,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/04/Cameron-Diaz.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,N/A, Long Beach Polytechnic High School,$100 Million,high school
Kate Winslet,45,United kingdom,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/03/kate_winslet1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Sam Mendes),Redroofs Theatre School,$90 Million,Graduate
Sarah Jessica Parker,56,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/03/sarah-jessica-parker.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Matthew Broderick),"Hollywood High School,Dwight Morrow High School",$90 Million,high school
Salma Hayek,54,N/A,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/08/salma-hayek.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (François-Henri Pinault),Universidad Iberoamericanafg,$85 Million,Graduate
Michelle Pfeiffer,62,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/Michelle-Pfeiffer.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (David E. Kelley),"Golden West College, Fountain Valley High School",$80 Million,Graduate
Roseanne Barr,67,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/Roseanne-Barr.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Ben Thomas),,$80 Million,
Reese Witherspoon,45,United states,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/reesewitherspoon300.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jim Toth),Stanford University,$80 Million,Graduate
Jaclyn Smith,75,United states,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/Jaclyn_Smith.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Brad Allen), Trinity University,$75 Million,Graduate
Kim Cattrall,64,N/A,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/06/kim-cattrall.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Mark Levinson), London Academy of Music and Dramatic Art ,$75 Million,Graduate
Kelly Ripa,50,N/A,actresses,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/kelly-ripa.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Mark Consuelos),Camden County Community College (New Jersey),$75 Million,Graduate
Courteney Cox,56,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/Courteney-Cox-as-Jules-cougar-town-7820348-1920-2560.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorce Filed (David Arquette)," Mount Vernon College in Washington, D.C.",$75 Million,Graduate
Angela Lansbury,95,United kingdom,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/Angela-Lansbury.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Widower (Peter Shaw),"Webber Douglas School of Singing and Dramatic Art, South Hampstead High School",$70 Million,high school
Linda Hamilton,64,United states,actresses,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/09/Linda-Hamilton.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (James Cameron),Washington College,$70 Million,Graduate
Jane Seymour,70,United kingdom,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/07/Jane-Seymour.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (James Keach),Arts Educational School,$70 Million,Graduate
Halle Berry,54,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/06/halle-berry.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Engaged (Olivier Martinez),"Cuyahoga Community College,Bedford High School",$70 Million,Graduate
Kristen Stewart,31,United states,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/Kristen-Stewart-Hot-Free-Wallpaper-Hd-2013-Robert-Pattinson-3D.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,education by correspondence,$70 Million,Graduate
Mila Kunis,37,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/01/Mila-Kunis.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Ashton Kutcher),UCLA & Loyola Marymount University,$65 Million,Graduate
Debbie Reynolds,89,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/images187.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Richard Hamlett),Burbank High School ,$60 Million,high school
Kristin Davis,56,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/07/Kristin-Davis.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,"Rutgers University,  Mason Gross School of the Arts, A.C. Flora High School",$60 Million,Graduate
Cynthia Nixon,55,United states,actresses,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/06/Cynthia-Nixon.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Christine Marinoni),"Barnard College, Hunter College High School",$60 Million,Graduate
Ellen Barkin,66,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/07/ellen-barkin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Ronald Perelman),Hunter College,$60 Million,Graduate
Sharon Stone,63,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Sharon-Stone-2011.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Phil Bronstein),"Saegertown High School, Edinboro University",$60 Million,Graduate
Robin Wright,55,United states,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/10/rw1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Sean Penn),"La Jolla High School, Taft High School ",$60 Million,high school
Emma Watson,31,United kingdom,actresses,https://static2.therichestimages.com/wordpress/wp-content/uploads/Emma-Watson2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,"Brown University, Headington School, Oxford",$60 Million,Graduate
Lisa Kudrow,57,United states,actresses,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/03/Lisa_Kudrow.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Michael Stern),Vassar College,$60 Million,Graduate
Phylicia Rashad,72,N/A,actresses,https://static2.therichestimages.com/wordpress/wp-content/uploads/Phylicia-Rashad.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$55 Million,
Helen Hunt,57,United states,actresses,https://static2.therichestimages.com/wordpress/wp-content/uploads/Helen-Hunt.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,In a relationship (Matthew Carnahan),"University of California, Los Angeles",$55 Million,Graduate
Kaley Cuoco,35,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/01/Kaley-Cuoco.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Karl Cook),Homeschool,$55 Million,Graduate
Sally Field,74,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/04/Sally-Field.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Alan Greisman),Birmingham High School,$55 Million,high school
Penelope Cruz,46,Spain,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/SGY-013486.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Javier Bardem),"Spain's National Conservatory, Cristina Rota's New York School",$55 Million,Graduate
Natalie Portman,39,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/Natalie-Portman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Marrried to Benjamin Millepied,Harvard University,$54 Million,Graduate
Raven-Symone,35,United states,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/09/Raven-Symone.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,N/A,Park School,$53 Million,Graduate
Jane Leeves,59,United kingdom,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/jane-leeves1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Marshall Coben),,$52 Million,
Julianne Moore,60,United kingdom,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/Julianne-Moore.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Bart Freundlich),"Boston University, Frankfurt American High School",$50 Million,Graduate
Susan Sarandon,74,United states,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/01/Susan-Sarandon.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Chris Sarandon),"Edison High School, Catholic University of America",$50 Million,Graduate
Helen Mirren,75,United kingdom,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/08/Helen-Mirren.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Taylor Hackford),New College of Speech and Drama,$50 Million,Graduate
Bo Derek,64,United states,actresses,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/07/bo-derek-picture.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,In a relationship (John Corbett),George S. Patton Continuation School,$50 Million,Graduate
Alicia Witt,44,United states,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/11/aw1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$50 Million,
Twiggy,71,United kingdom,actresses,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/10/t11.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married,Brondesbury and Kilburn High School,$50 Million,high school
Mariska Hargitay,57,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/05/Mariska-Hargitay.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Peter Hermann),University of California Los Angeles,$50 Million,Graduate
Teri Hatcher,56,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/teri-hatcher.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Jon Tenney),De Anza College,$50 Million,Graduate
Keira Knightley,36,United kingdom,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/superbe-Keira-Knightley.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (James Righton), London Academy of Music and Dramatic Art,$50 Million,Graduate
Selena Gomez,27,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/selena-gomez1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,High school diploma (Home School),$50 Million,Graduate
Annette Bening,62,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/images-114.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Warren Beatty),"Patrick Henry High School, San Diego Mesa College, San Francisco State University ",$48 Million,Graduate
Patty Hearst,67,N/A,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/Patty-Hearst.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married,"Santa Catalina School for Girls, University of California, Berkeley,   Crystal Springs Uplands School",$45 Million,Graduate
Monica Bellucci,56,Italy,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/01/Monica-Bellucci1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Vincent Cassel),University of Perugia,$45 Million,Graduate
Susan Lucci,74,United states,actresses,https://static2.therichestimages.com/wordpress/wp-content/uploads/Susan-Lucci.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Helmut Huber),"Marymount College, Garden City High School",$45 Million,Graduate
Blythe Danner,78,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/Danner.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Widowed (Bruce Paltrow),Bard College,$45 Million,Graduate
Uma Thurman,50,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/Uma-Thurman-by-Tom-Munro.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Ethan Hawke),Northfield Mount Hermon School,$45 Million,Graduate
Penny Marshall,78,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/12/Penny-Marshall.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Rob Reiner),University of New Mexico,$45 Million,Graduate
Ariana Grande,26,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/07/Ariana-Grande.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,"Pine Crest School, North Broward Preparatory School",$45 Million,Graduate
Cate Blanchett,51,Australia,actresses,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/01/Cate-Blanchett.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Andrew Upton),University of Melbourne,$45 Million,Graduate
Whoopi Goldberg,65,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/06/whoopi_goldberg_stream.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Lyle Trachtenberg),Washington Irving High School,$45 Million,high school
Meg Ryan,59,United states,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/meg-ryan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Dennis Quaid),New York University,$45 Million,Graduate
Meryl Streep,71,United states,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/04/Meryl_Streep.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Don Gummer),"Yale School of Drama, Vassar College",$45 Million,Graduate
Catherine Zeta-Jones,51,United kingdom,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/04/catherine-zeta-jones-105229_w1000.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Michael Douglas),The Arts Educational Schools ,$45 Million,Graduate
Tina Fey,50,United states,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/04/tina-fey.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jeff Richmond),University of Virginia ,$45 Million,Graduate
Renee Zellweger,50,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/04/93919091-Renee-Zellweger_0.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Annulled (Kenny Chesney),University of Texas at Austin,$45 Million,Graduate
Marisa Tomei,56,United states,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/03/Marisa-Tomei2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,," Boston University, Edward R. Murrow High School",$43 Million,Graduate
Catherine Oxenberg,59,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/06/Catherine-Oxenberg1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Casper Van Dien),Harvard University ,$42 Million,Graduate
Kiera Chaplin,38,United kingdom,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/Kiera-Chaplin2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,N/A,N/A,$42 Million,Graduate
Patricia Heaton,63,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/Patricia-Heaton.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (David Hunt),Ohio State University,$40 Million,Graduate
Milla Jovovich,44,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/01/Milla-Jovovich.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Paul W. S. Anderson ),Professional School of Actors in California,$40 Million,Graduate
Ellen Pompeo,50,United states,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/04/Ellen-Pompeo.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Chris Ivery),Everett High School,$40 Million,high school
Jennifer Garner,48,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/05/Jennifer_Garner.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Ben Affleck),Denison University,$40 Million,Graduate
Zsa Zsa Gabor,104,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/08/Zsa-Zsa-Gabor-profile.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Frédéric Prinz von Anhalt),Madame Subilia,$40 Million,Graduate
Rene Russo,67,United states,actresses,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/01/Rene-Russo.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Dan Gilroy),Burroughs High School,$40 Million,high school
Elizabeth Montgomery,88,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/10/em1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married,American Academy of Dramatic Arts,$40 Million,Graduate
Michelle Yeoh,58,N/A,actresses,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/10/my1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Engaged (Jean Todt),Royal Academy of Dance,$40 Million,Graduate
Edie Falco,57,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/01/Edie-Falco.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,State University of New York at Purchase,$40 Million,Graduate
Geena Davis,65,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/Geena-Davis.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Reza Jarrahy),"Boston University, New England College",$38 Million,Graduate
Kate Hudson,41,United states,actresses,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/Kate-Hudson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Engaged (Matthew Bellamy),Santa Monica College Prep School,$38 Million,Graduate
Kim Basinger,67,United states,actresses,https://static0.therichestimages.com/wordpress/wp-content/uploads/images146.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Alec Baldwin),Clarke Central High School,$36 Million,high school
Marlo Thomas,83,N/A,actresses,https://static1.therichestimages.com/wordpress/wp-content/uploads/Marlo-Thomas.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married,,$35 Million,
Merv Griffin,95,United states,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/Merv-Griffin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Julann Wright),San Mateo High School,$1 Billion,high school
Shahrukh Khan,55,India,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/SK.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Gauri Khan),"BEc/Hansraj College, Jamia Millia Islamia",$700 Million,Graduate
Tom Cruise,58,United states,actors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/11/shutterstock_104835566.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Katie Holmes),"Franciscan Seminary, Henry Munro Middle School, Robert Hopkins Public School ",$550 Million,Graduate
George Clooney,59,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/05/George-Clooney.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Amal Alamuddin),Northern Kentucky University,$500 Million,Graduate
Amitabh Bachchan,77,India,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/01/Amitabh-Bachchan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jaya Bhaduri),"Sherwood College, Kirori Mal College, Delhi University",$425 Million,Graduate
Mel Gibson,65,Australia,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/mel_gibson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Oksana Grigorieva),St Leo's Catholic College,$425 Million,Graduate
Will Smith,52,United states,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2021/02/UntitledThings-That-Make-Will-Smiths-42-Million-Home-Fit-For-A-Fresh-Prince.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jada Pinkett Smith),Overbrook High School of Philadelphia,$420 Million,high school
Adam Sandler,54,United states,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/01/Adam-Sandler-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jacqueline Samantha Titone),New York University,$420 Million,Graduate
Jack Nicholson,83,United states,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/jn75.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Actors Studio,$400 Million,Graduate
Sylvester Stallone,74,United states,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/06/sylvester-stallone.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jennifer Flavin),University of Miami,$400 Million,Graduate
Jackie Chan,67,N/A,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/03/344225_jackie-chan_dzheki-chan_chyen_3500x2356_www.GdeFon.ru_.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Lin Feng-jiao),"Dickson College, China Academy of Drama, Nah-Hwa Primary School",$395 Million,Graduate
Clint Eastwood,90,United states,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Clint-Eastwood.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Morgan Eastwood),Seattle University,$375 Million,Graduate
Mark Wahlberg,49,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/Mark-Wahlberg1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Rhea Durham),,$350 Million,
Tom Hanks,64,United states,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/03/1156033-tom-hanks.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Rita Wilson),"California State University, Sacramento",$350 Million,Graduate
Michael Douglas,76,United states,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Michael_Douglas_Net_Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Catherine Zeta-Jones),"University of California, Choate Preparatory School",$300 Million,Graduate
Arnold Schwarzenegger,73,United states,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/arnold-schwarzenegger.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Separated (Maria Shriver),"University of Wisconsin–Superior, Santa Monica College",$300 Million,Graduate
Robert Downey Jr.,56,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/04/Robert-Downey-Jr..jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Susan Levin),Santa Monica High School,$300 Million,high school
Patrick Wilson,47,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/09/Patrick-Wilson_005_wenn5527867.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Dagmara Dominczyk),Carnegie Mellon University,$275 Million,Graduate
Scott Speedman,45,Canada,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/10/ss12.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,"York University, University of Toronto, Earl Haig Secondary School, Neighborhood Playhouse",$245 Million,Graduate
Leonardo DiCaprio,46,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/07/leonardo-dicaprio1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Los Angeles Center for Enriched Studies,$245 Million,Graduate
Brad Pitt,57,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/04/Brad_Pitt.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Angelina Jolie),"University of Missouri, Kickapoo High School",$240 Million,Graduate
