Name,age,country,category,image,marital_status,Education,net_worth,Degree,age_bucket,first_name,Gender
Thomas Edison,53.0,United states,entrepreneurs,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/09/Thomas-Edison-HD-Wallpaper.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,12,,2,Thomas,male
Mark Gorton,54.0,United states,entrepreneurs,https://static2.therichestimages.com/wordpress/wp-content/uploads/mark-gorton.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Stanford University, Yale University, Harvard Business School, Harvard University",10,Graduate,2,Mark,male
George Lucas,75.0,United states,directors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/11/george-lucas.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Modesto Junior College,7620.0,Graduate,3,George,male
Steven Spielberg,74.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/03/steven-spielberg1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"California State University, Long Beach",5410.0,Graduate,3,Steven,male
Joao Moreira Salles,59.0,,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/joao-moreira-salles_416x416.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,,5330.0,,2,Joao,others
James Cameron,66.0,Canada,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/04/james-cameron.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,McMaster University,700,,3,James,male
James Burrows,80.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/09/James_Burrows.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Oberlin College and Yale School of Drama,600,Graduate,3,James,male
Chuck Lorre,68.0,United states,directors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/04/chuck_lorre.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,State University of New York at Potsdam,600,Graduate,3,Chuck,male
James L Brooks,80.0,United states,directors,https://static1.therichestimages.com/wordpress/wp-content/uploads/brooks_2010_a_p.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"New York University, Weehawken High School",500,Graduate,3,James,male
Peter Jackson,58.0,,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Peter-Jackson2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,450,,2,Peter,male
Joss Whedon,56.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/05/Joss-Whedon.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Wesleyan University,100,Graduate,2,Joss,male
Larry Charles,64.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/09/Larry-Charles.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,"Rutgers University, John Dewey High School",100,Graduate,3,Larry,male
Ivan Reitman,74.0,Canada,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/01/Ivan-Reitman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,100,Graduate,3,Ivan,male
Judd Apatow,52.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/02/judd-apatow.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syosset High School,90,high school,2,Judd,male
Jay Roach,62.0,United states,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/07/Jay_Roach.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Southern California (1986), Eldorado High School and Stanford University",90,Graduate,3,Jay,male
Michael Mann,78.0,United states,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/05/Michael-Mann.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Wisconsin–Madison and London Film School,90,Graduate,3,Michael,male
Quentin Tarantino,56.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2022/03/An-Image-Of-Mel-Gibson.jpg?q=50&fit=crop&w=320&h=160&dpr=1.5 ,,Syracuse University,90,,2,Quentin,male
Jon Turteltaub,56.0,,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/Jon-Turteltaub.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Southern California, Wesleyan University, Beverly Hills High School",80,Graduate,2,Jon,male
Chris Columbus,61.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Chris-Colombus.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"New York University, John F. Kennedy High School",80,Graduate,3,Chris,male
Irwin Winkler,88.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/08/Irwin-Winkler.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,New York University,80,Graduate,4,Irwin,male
Todd Phillips,50.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/10/Todd-Philips.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,New York University Film School,80,Graduate,2,Todd,male
Andy Ackerman,53.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/Andy-Ackerman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Santa Clara University,80,Graduate,2,Andy,male
Ben Affleck,48.0,,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/01/Ben-Affleck.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Occidental College, University of Vermont",75,Graduate,2,Ben,male
Brett Ratner,50.0,United states,directors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/07/Brett-Ratner.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Tisch School of the Arts and New York University,75,Graduate,2,Brett,male
Farrelly Brothers,53.0,,directors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Farrelly-Brothers.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,72,,2,Farrelly,others
John Landis,70.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/02/John-Landis.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,70,,3,John,male
Guy-Manuel de Homem-Christo (Daft Punk),47.0,France,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/07/Guy-Manuel.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Lycee Carnot,70,Graduate,2,Guy-Manuel,others
Warren Beatty,82.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Warren-Bety.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Northwestern University, Washington-Lee High School",70,Graduate,4,Warren,male
Bryan Singer,54.0,United states,directors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Bryan-Singer.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Syracuse University,70,,2,Bryan,male
Martin Scorsese,78.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/04/Martin_Scorsese.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,70,,3,Martin,male
David Fincher,57.0,United states,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/03/David-Fincher.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Ashland High School,65,high school,2,David,male
John Woo,73.0,China,directors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/09/John-Woo.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Delia Memorial School, Hong Kong Baptist University and Beijing Film Academy",60,Graduate,3,John,male
Rob Reiner,72.0,United states,directors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Rob-Reiner.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,60,,3,Rob,male
Robert Zemeckis,68.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/07/Robert-Zemeckis.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Southern California,60,Graduate,3,Robert,male
Danny Boyle,64.0,United kingdom,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/05/Danny-Boyle.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Thornleigh Salesian College and Bangor University,60,Graduate,3,Danny,male
Barry Sonnenfeld,66.0,United states,directors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Barry-Sonnenfeld.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"New York University (1978), Hampshire College",60,Graduate,3,Barry,male
David Lynch,75.0,United states,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/07/David-Lynch.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,60,,3,David,male
Paul Haggis,68.0,Canada,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/07/paul_haggis.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"Fanshawe College, H.B. Beal Secondary School",60,Graduate,3,Paul,male
Jon Favreau,54.0,United states,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/08/Jon-Favreau.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Queens College,60,Graduate,2,Jon,male
Sam Raimi,60.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/Sam-Raimi.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,55,,2,Sam,male
Yash Chopra,88.0,India,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/Yash-Chopra.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Doaba College, Jalandhar",50,Graduate,4,Yash,others
Michael Moore,65.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Michael-Moore.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,University of Michigan–Flint (drop-out),50,Graduate,3,Michael,male
Oliver Stone,73.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/Oliver-Stone.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Yale University and New York University,50,Graduate,3,Oliver,male
Paul Thomas Anderson,49.0,United states,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/Paul-Thomas-Anderson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Syracuse University,50,,2,Paul,male
M. Night Shyamalan,49.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/M-Night-Shyamalan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married, Tisch School of the Arts,50,Graduate,2,M.,others
Robert Rodriguez,51.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Robert-Rodriguez.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,The University of Texas at Austin,50,Graduate,2,Robert,male
Garry Marshall,53.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/09/Garry-Marshall.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Northwestern University, De Witt Clinton High School",50,Graduate,2,Garry,male
John Singleton,52.0,United states,directors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2018/09/John-Singleton.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,University of Southern California School of Cinematic Arts,50,Graduate,2,John,male
Terry Gilliam,80.0,United kingdom,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/04/terry-gilliam.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Birmingham Community Charter High School and Occidental College,50,Graduate,3,Terry,male
Gus Van Sant,68.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/09/Gus-Van-Sant.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,"Darien High School, The Catlin Gabel School and Rhode Island School of Design",50,high school,3,Gus,male
Steven Levitan,59.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/09/sl11.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Wisconsin–Madison,50,Graduate,2,Steven,male
Roman Polanski,86.0,France,directors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Roman-Polanski.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,State School of Cinema in Łódź (BA Directing),45,Graduate,4,Roman,male
Chris Carter,63.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/Chris-Carter.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,"California State University, Long Beach, California State University",40,Graduate,3,Chris,male
Anthony Edwards,58.0,United states,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/08/Anthony-Edwards.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Southern California,40,Graduate,2,Anthony,male
Kathryn Bigelow,68.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/08/Kathryn-Bigelow.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,San Francisco Art Institute and Columbia University,40,Graduate,3,Kathryn,female
Wes Craven,53.0,United states,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/07/Wes-Craven.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Johns Hopkins University and Wheaton College,40,Graduate,2,Wes,male
Brian De Palma,79.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/08/Brian-De-Palma.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Columbia University and Sarah Lawrence College,40,Graduate,3,Brian,male
McG aka Joseph McGinty Nichol,51.0,United states,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/McG.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,"University of California, Irvine, Corona del Mar High School",40,Graduate,2,McG,others
Spike Lee,64.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/Spike-Lee.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Syracuse University,40,,3,Spike,others
Jonathan Demme,53.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/10/Jonathan-Demme.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Florida,40,Graduate,2,Jonathan,male
Roger Corman,95.0,United states,directors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/10/rc23.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Stanford University, Beverly Hills High School",40,Graduate,4,Roger,male
John Waters,73.0,,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/John-Waters.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,"New York University, Calvert Hall College High School, Boys' Latin School of Maryland",38,Graduate,3,John,male
Cameron Crowe,62.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Cameron-Crowe.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,35,,3,Cameron,male
John Carpenter,72.0,United states,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/05/John-Carpenter.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Western Kentucky University and University of Southern California's School of Cinematic Arts,35,Graduate,3,John,male
George A. Romero,81.0,United states,directors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/06/George-A.-Romero.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Syracuse University,35,,4,George,male
Ang Lee,66.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/01/Ang-Lee.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,National Taiwan University of Arts,32,Graduate,3,Ang,female
Sam Mendes,55.0,United kingdom,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Sam-Mendes.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Cambridge - Peterhouse, Magdalen College School",30,Graduate,2,Sam,male
Sofia Coppola,48.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/07/Sofia-Coppola.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Mills College and the California Institute of the Arts,30,Graduate,2,Sofia,female
Guillermo del Toro,55.0,,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2018/12/Guillermo-del-Toro.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,University of Guadalajara,30,Graduate,2,Guillermo,male
Oren Peli,51.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/09/Oren-Pelli.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Syracuse University,30,,2,Oren,male
Matthew Vaughn,50.0,United kingdom,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2018/09/matthew-vaughn.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,30,Graduate,2,Matthew,male
Zack Snyder,55.0,United states,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2018/07/Zack-Snyder.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Art Center College of Design,28,Graduate,2,Zack,male
Kevin Smith,49.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Kevin-Smith.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Henry Hudson Regional High School,25,high school,2,Kevin,male
Julian Schnabel,68.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Julian-Schnabel.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,25,,3,Julian,male
Antoine Fuqua,54.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/01/Antoine-Fuqua.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,West Virginia University,25,Graduate,2,Antoine,male
Diablo Cody,41.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Diablo-Cody.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Iowa, Benet Academy",25,Graduate,2,Diablo,others
Darren Aronofsky,50.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Darren-Aronofsky.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Syracuse University,22,,2,Darren,male
David Yates,57.0,United kingdom,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/12/David-Yates.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Essex,22,Graduate,2,David,male
Pedro Almodovar,70.0,Spain,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/Pedro-Almodovar.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,"Spain's National Conservatory, Cristina Rota's New York School",20,,3,Pedro,male
Jason Friedberg,48.0,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/Jason-Friedberg.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Syracuse University,20,,2,Jason,male
Aaron Seltzer,46.0,Canada,directors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Aaron-Seltzer.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,McMaster University,20,,2,Aaron,male
David Mamet,72.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/11/David-Mamet.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Francis W. Parker School, Goddard College",20,Graduate,3,David,male
Til Schweiger,57.0,Germany,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/11/ts11.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Hurtwood House school,20,,2,Til,male
Baz Luhrmann,58.0,Australia,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/08/Baz-Luhrmann-21032459-1-402.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"St Joseph's Hasting Regional School, St Paul's College, Manly",20,Graduate,2,Baz,others
Jim Henson,84.0,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/08/JH_04_07.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Maryland, College Park",20,Graduate,4,Jim,male
Wayne Gretzky,60.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Wayne-Gretzky.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,200,,2,Wayne,male
Mario Lemieux,54.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/12/mariol.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,150,,2,Mario,male
Chris Pronger,45.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/08/Chris-Pronger.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,75,,2,Chris,male
Joe Sakic,50.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/08/Joe-Sakic.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,70,,2,Joe,male
Joe Thornton,40.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/12/Joe-Thornton.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,70,,1,Joe,male
Pavel Bure,50.0,Russia,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Pavel-Bure.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Kuibyshev Civil Engineering Institute,70,,2,Pavel,male
Marian Gaborik,37.0,,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/12/Marian-Gaborik.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,,64.1,,1,Marian,male
Paul Kariya,45.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/08/Paul-Kariya.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,University of Maine,62,Graduate,2,Paul,male
Keith Tkachuk,47.0,United states,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/08/Keith-Tkachuk.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Boston University,60,Graduate,2,Keith,male
Nicklas Lidstrom,49.0,,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/12/Nicklas-Lidstrom.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,60,,2,Nicklas,male
Alexander Ovechkin,35.0,Russia,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/05/Alexander-Ovechkin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Kuibyshev Civil Engineering Institute,60,,1,Alexander,male
Phil Kessel,32.0,United states,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/04/Phil-Kessel_.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,University of Minnesota ,59,Graduate,1,Phil,male
Patrick Marleau,40.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/12/Patrick-Marleau.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,57.7,,1,Patrick,male
Jason Spezza,36.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/01/Jason-Spezza.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,55.9,,1,Jason,male
Martin Brodeur,47.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/12/brodeur_martin_1340px.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,55,,2,Martin,male
Wade Redden,42.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/08/Wade-Redden.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,53,,2,Wade,male
Brian Leetch,51.0,United states,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/09/Brian-Leetch.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Boston College,50,Graduate,2,Brian,male
Daniel Briere,42.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/08/Daniel-Brière.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,Collège Saint-Alexandre,50,Graduate,2,Daniel,male
Brad Richards,39.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/08/Brad-Richards.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Athol Murray College of Notre Dame,50,Graduate,1,Brad,male
Steve Yzerman,54.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/06/Steve-Yzerman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,50,,2,Steve,male
Thomas Vanek,36.0,,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/12/Thomas-Vanek.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,48.2,,1,Thomas,male
Pavel Datsyuk,41.0,Russia,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/09/Pavel-Datsyuk.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Kuibyshev Civil Engineering Institute,47,,2,Pavel,male
Brian Campbell (NHL),40.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/09/Brian-Campbell.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Canterbury High School,45,high school,1,Brian,male
Alexei Yashin,46.0,Russia,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/08/Alexei-Yashin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,Kuibyshev Civil Engineering Institute,45,,2,Alexei,male
Ryan Suter,35.0,United states,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/06/Ryan-Suter.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Culver Military Academy,45,Graduate,1,Ryan,male
Patrick Roy (NHL),54.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/06/patrickroy.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,McMaster University,45,,2,Patrick,male
Vincent Lecavalier,40.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/11/vl1.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Athol Murray College of Notre Dame,45,Graduate,1,Vincent,male
Brian Rafalski,47.0,United states,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/Brian_Rafalski.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Wisconsin-Madison,45,Graduate,2,Brian,male
Mark Recchi (NHL),51.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/05/Marc_Recchi_in_2006.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,McMaster University,44,,2,Mark,male
Shane Doan,43.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/07/Shane-Doan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,43,,2,Shane,male
Mark Messier,59.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/07/Mark-Messier.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,42,,2,Mark,male
Niklas Backstrom,41.0,,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/12/FIGHTPLAY_niklas_backstrom_snyggbild.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,40,,2,Niklas,male
