Name,age,country,category,image,marital_status,Education,net_worth,Degree,age_bucket,first_name,Gender
Fernando Gago,33.0,,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/03/fernando-gago.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,24.1,,1,Fernando,male
David Moyes,57.0,United kingdom,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/05/David_Moyes.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,University College London,24,,2,David,male
Thiago Alcântara,28.0,Spain,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/02/Thiago-Alcântara.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Spain's National Conservatory, Cristina Rota's New York School",23.9,,1,Thiago,others
Edin Dzeko,35.0,,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/05/Edin-Dzeko.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,University of Sarajevo,23,Graduate,1,Edin,male
Silvio Santos,90.0,Brazil,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/09/silvio-santos-51899ca31c9a3.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"The University of Texas at Austin, Universidade Federal do Rio de Janeiro",1300.0,,4,Silvio,male
Kim Kardashian,40.0,United states,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/2021/03/Kim-Kardashian-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Marymount High School,780,high school,1,Kim,female
Simon Cowell,61.0,United kingdom,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/04/Simon-Cowell.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,GCE in Sociology from Windsor Technical College,550,Graduate,3,Simon,male
David Letterman,74.0,United states,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/David_Letterman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Ball State University,425,Graduate,3,David,male
Jamie Oliver,45.0,United kingdom,tv-personalities,https://static2.therichestimages.com/wordpress/wp-content/uploads/Jamie-Oliver.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Westminster Kingsway College,400,Graduate,2,Jamie,female
Dr. Phil Mcgraw,70.0,United states,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/04/dr_phil_mcgraw.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of North Texas, Midwestern State University",400,Graduate,3,Dr.,others
Ryan Seacrest,46.0,United states,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/05/rs2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"University of Georgia, Dunwoody High School",375,Graduate,2,Ryan,male
Ellen DeGeneres,63.0,United states,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/04/Ellen-Degeneres.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of New Orleans,330,Graduate,3,Ellen,female
Kathy Hilton,62.0,United states,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/06/Kathy-Hilton-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,300,,3,Kathy,female
Daymond John,52.0,United states,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/Daymond-John1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Bayside High School,250,high school,2,Daymond,others
Sharon Osbourne,68.0,United kingdom,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/Sharon-Osbourne.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,220,,3,Sharon,female
Dick Clark,53.0,,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/04/Dick-Clark2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,200,,2,Dick,male
Tony Little,53.0,,tv-personalities,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/07/Tony-Little.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,200,,2,Tony,male
Barbara Walters,91.0,United states,tv-personalities,https://static2.therichestimages.com/wordpress/wp-content/uploads/Barbara-Wlaters.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Sarah Lawrence College[,150,Graduate,4,Barbara,female
Larry King,87.0,United states,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/06/Larry-King.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Lafayette High School,150,high school,4,Larry,male
Don Francisco,53.0,,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/Don-Francisco.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,100,,2,Don,male
Caitlyn (Bruce) Jenner,71.0,United states,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/2018/11/Caitlyn-Jenner.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Graceland College (now Graceland University),100,Graduate,3,Caitlyn,female
Jesse James,51.0,United states,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Jesse-james.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,100,,2,Jesse,male
Art Linkletter,53.0,,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/Art-Linkletter.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,90,,2,Art,male
Bill O'Reilly,71.0,United states,tv-personalities,https://static2.therichestimages.com/wordpress/wp-content/uploads/Bill-OReilly.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"Harvard University, Marist College, John F. Kennedy School of Government, Queen Mary, University of London, Boston University, Chaminade High School",85,Graduate,3,Bill,male
Jon Stewart,58.0,United states,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/Jon-Stewart.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"College of William & Mary, 	Lawrence High School",80,Graduate,2,Jon,male
Sean Hannity,59.0,United states,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/Sean-Hannity.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Adelphi University, New York University, Sacred Heart Seminary, St. Pius X Preparatory Seminary",80,Graduate,2,Sean,male
Alex Trebek,80.0,Canada,tv-personalities,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/08/Alex-Trebek.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Lisgar Collegiate Institute and University of Ottawa,75,Graduate,3,Alex,male
Adrienne Maloof,59.0,United states,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/2021/04/Adrienne-Maloof-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,University of New Mexico,75,Graduate,2,Adrienne,female
Rachael Ray,52.0,United states,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/08/rachel-ray.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,75,,2,Rachael,female
Tom Brokaw,81.0,United states,tv-personalities,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/07/Tom-Brokaw.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of South Dakota, University of Iowa",70,Graduate,4,Tom,male
Terri Irwin,56.0,,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/12/Terri+Irwin+36th+Annual+Daytime+Emmy+Awards+Z96Q4hkyCpRx.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,66,,2,Terri,female
Lisa VanderPump-Todd,60.0,United kingdom,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/2022/03/Tory.png?q=50&fit=crop&w=320&h=160&dpr=1.5 ,married,University College London,65,,2,Lisa,female
Lea Black,64.0,United states,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/07/Lea-Black.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,65,,3,Lea,female
Ivana Trump,70.0,United states,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/Ivana-Trump.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Charles University - Prague,60,Graduate,3,Ivana,female
Matt Lauer,63.0,United states,tv-personalities,https://static2.therichestimages.com/wordpress/wp-content/uploads/Matt-Lauer.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Ohio University, Greenwich High School",60,Graduate,3,Matt,male
Kathie Lee Gifford,67.0,United states,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/07/kathie_lee_gifford.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Oral Roberts University (BA Drama and Music),60,Graduate,3,Kathie,female
Kris Jenner,65.0,United states,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/2018/11/Kris-Jenner.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Clairemont High School,60,high school,3,Kris,male
Dave Ramsey,60.0,United states,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/07/Dave-Ramsey.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,55,,2,Dave,male
Katie Couric,64.0,United states,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/katie-couric-ap-250.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Virginia,55,Graduate,3,Katie,female
Emeril Lagasse,60.0,United states,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/Emeril-Lagasse.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Johnson & Wales University,50,Graduate,2,Emeril,others
Jason Davis,53.0,,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/01/Jason-Davis-IHA-001252.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,50,,2,Jason,male
Carole Radziwill,53.0,United states,tv-personalities,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/09/Carole-Radziwill.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,50,,2,Carole,female
Camille Grammer,52.0,United states,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/08/camille_grammer.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"New York University, UCLA School of Theatre, Film, and Television",50,Graduate,2,Camille,female
Jeremy Clarkson,61.0,United kingdom,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/wtDu23XmNDxrYRUnV4umUK0IIb0.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,50,,3,Jeremy,male
Matthew Chasen,53.0,United states,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/Matt-Chasen-CEO-uShip.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Texas at Austin,50,Graduate,2,Matthew,male
Gerald Dowden,53.0,,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/gerald-dowden-bayou-billionaires.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,50,,2,Gerald,male
Andrew Firestone,45.0,,tv-personalities,https://static2.therichestimages.com/wordpress/wp-content/uploads/andrew-firestone.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of San Diego,50,Graduate,2,Andrew,male
Bob Costas,69.0,United states,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/Bob-Costas.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,45,Graduate,3,Bob,male
Daisy Fuentes,54.0,United states,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/07/Daisy-Fuentes.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"Bergen Community College, Harrison High School",45,Graduate,2,Daisy,female
Anne Robinson,53.0,United kingdom,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/06/Anne-Robinson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"Roman Catholic convent boarding school in Hampshire, Farnborough Hill Convent",45,Graduate,2,Anne,female
Anne Robinson,75.0,United kingdom,tv-personalities,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/08/Anne-Robinson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"Roman Catholic convent boarding school in Hampshire, Farnborough Hill Convent",45,Graduate,3,Anne,female
Tasha Marbury,45.0,United states,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/10/tasha-marbury2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,North Carolina State University,45,Graduate,2,Tasha,female
Ina Garten,71.0,United states,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/Ina-Garden.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,44,,3,Ina,female
Steve Irwin,59.0,Australia,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/10/si11.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Landsborough State School and Caloundra State High School,40,high school,2,Steve,male
Khloe Kardashian,36.0,United states,tv-personalities,https://static2.therichestimages.com/wordpress/wp-content/uploads/2021/03/Khloe-Kardashian-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Marymount High School,40,high school,1,Khloe,others
David Faber,57.0,United states,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/171-0115210631-Faber_David_240x250.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Tufts University,40,Graduate,2,David,male
Delia Smith,79.0,United kingdom,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/04/Delia_Smith.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Bexleyheath School,36,Graduate,3,Delia,female
Jill Zarin,57.0,United states,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/08/jill-zarin-g.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married, Simmons College,35,Graduate,2,Jill,female
Cristy Rice,53.0,,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/07/Cristy-Rice-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,35,,2,Cristy,female
Kourtney Kardashian,40.0,United states,tv-personalities,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/shutterstock-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,"Southern Methodist University, University of Arizona",35,Graduate,1,Kourtney,female
Lisa Gastineau,60.0,United states,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/Lisa-Gastineau.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,University of Alabama,30,Graduate,2,Lisa,female
Heather Dubrow,52.0,United states,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/06/Heather-Dubrow-Net-Worth1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,30,Graduate,2,Heather,female
Alexia Echevarria,53.0,United states,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/07/Alexia-Echevarria.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,30,,2,Alexia,female
Mike Holmes,57.0,Canada,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/07/mike-holmes.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,George Brown College,30,Graduate,2,Mike,male
Paula Abdul,58.0,United states,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/Paula_Abdul_Net_Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"California State University, Northridge (Drop Out)",30,Graduate,2,Paula,female
Joe Terranova,53.0,,tv-personalities,https://static2.therichestimages.com/wordpress/wp-content/uploads/how-much-is-joe-terranova-worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Peter J. Robins College of Business at St. John’s University,30,Graduate,2,Joe,male
Jonathan Ross,60.0,United kingdom,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/Jonathan-Ross.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"School of Slavonic and East European Studies, Leyton County High School for Boys",27,high school,2,Jonathan,male
Bob Vila,74.0,United states,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/48492.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Florida,25,Graduate,3,Bob,male
Robin Roberts,60.0,United states,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/09/Robin-Roberts.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Southeastern Louisiana University,25,Graduate,2,Robin,male
Judge Joe Brown,53.0,United states,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/09/Judge-Joe-Brown.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,25,,2,Judge,male
Jennifer Williams,46.0,United states,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/02/jennifer-williams-in-touch-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"University of Maryland, F. Dickinson University",25,Graduate,2,Jennifer,female
Bob Eubanks,83.0,United states,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/11/be1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,25,,4,Bob,male
Bethenny Frankel,50.0,United states,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/06/64952PCN_Bethenny04.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Natural Gourmet Institute, Pine Crest School",25,Graduate,2,Bethenny,others
Armando Montelongo,51.0,United states,tv-personalities,https://static2.therichestimages.com/wordpress/wp-content/uploads/imgarmando-montelongo1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,25,,2,Armando,male
DJ Pauly D,39.0,,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/DJ-Pauly-D.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,24,,1,DJ,others
Neil Cavuto,53.0,,tv-personalities,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/07/Neil-Cavuto.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,23,,2,Neil,male
Sandra Lee,54.0,,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/Sandra-Lee.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,"Le Cordon Bleu, University of Wisconsin-La Crosse",20,Graduate,2,Sandra,female
Regis Philbin,89.0,United states,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/main-regis-philbin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Notre Dame, Cardinal Hayes High School",20,Graduate,4,Regis,male
Ryan Serhant,36.0,United states,tv-personalities,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/08/Ryan-Serhant.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Hamilton College,20,Graduate,1,Ryan,male
Dina Eastwood,53.0,,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/05/Dina-Eastwood.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,20,,2,Dina,female
Bruce Croxon,53.0,Canada,tv-personalities,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/04/Bruce-Croxon.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,20,,2,Bruce,male
